Photo_Name,lumMean_UV_BLADE,lumSD_UV_BLADE,area_BLADE,maxPower_BLADE,maxFreq_BLADE,propPower_BLADE,sumPower_BLADE,meanPower_BLADE,powerSD_BLADE,G_Mean_BLADE,G_SD_BLADE,B_Mean_BLADE,B_SD_BLADE,UVB_Mean_BLADE,UVB_SD_BLADE,UVR_Mean_BLADE,UVR_SD_BLADE
EC10A26,10.081,0.174,407,155.382,70.711,0.239,648.927,108.155,55.812,53514.233,5994.441,74392.709,6359.184,24286.651,4172.559,28664.164,4549.543
EC10B26,9.846,0.257,528,153.505,100,0.224,685.917,114.319,40.78,41038.497,7285.978,52117.296,6555,19523.89,4729.559,20928.142,4575.006
EC11A13,9.816,0.302,390,999.856,50,0.299,3340.374,556.729,318.006,64299.529,12049.749,75996.602,9183.169,19297.399,6482.168,22885.759,6969.955
EC11A28,9.862,0.221,558,1454.826,50,0.234,6221.791,1036.965,384.084,52924.798,8495.164,70576.173,8584.267,19711.379,4485.536,22983.898,4620.35
EC11A36,9.863,0.224,535,168.811,100,0.223,756.613,126.102,59.809,54866.411,8960.107,70526.259,7867.3,19754.897,4443.933,22196.407,4228.185
EC12B26,10.281,0.219,552,559.036,50,0.278,2011.505,335.251,174.571,80307.041,9575.718,91475.356,9298.842,29935.325,6917.419,32795.796,7632.453
EC13B23,9.677,0.166,402,1191.34,50,0.276,4313.113,718.852,353.792,55892.378,4808.705,72383.297,4478.775,16211.821,2659.217,20310.174,3109.83
EC14A16,9.801,0.283,567,1176.708,50,0.235,5000.838,833.473,330.681,57512.292,7302.491,73269.162,6999.883,18805.921,5224.27,20584.841,5486.955
EC16B26,9.693,0.26,458,669.55,50,0.286,2337.214,389.536,191.059,65139.641,5377.672,71163.724,6810.957,16791.115,4254.284,18856.422,4152.588
EC16B46,9.699,0.236,478,1022.728,50,0.249,4109.122,684.854,298.151,73664.754,6970.506,85675.447,7575.124,16795.439,4117.845,21515.028,4348.242
EC22A13,9.468,0.199,337,1218.099,50,0.291,4182.184,697.031,435.317,40387.588,5903.738,57930.865,7566.62,13245.772,2578.053,14837.758,2847.206
EC23A23,9.681,0.213,379,1459.546,70.711,0.227,6421.239,1070.207,452.044,36028.673,5332.61,49456.741,6128.48,16422.987,3444.307,23014.52,4196.106
EC23B26,9.626,0.227,539,89.135,50,0.262,340.416,56.736,28.191,63254.046,11710.724,72469.225,10368.556,15580.603,3602.047,17413.287,3685.19
EC2A26,9.804,0.275,472,457.936,50,0.266,1724.657,287.443,133.83,64744.334,6078.274,78297.823,5553.668,18841.934,5419.072,22120.778,4567.14
EC2A43,9.314,0.278,330,1163.725,50,0.332,3509.945,584.991,410.739,42286.534,8644.003,54050.905,8762.824,11587.931,3310.269,15302.07,3861.617
EC2B13,9.891,0.46,404,118.622,70.711,0.264,449.113,74.852,43.752,51280.22,13893.371,60335.161,12321.958,22128.031,11000.876,25077.634,10705.885
EC2B26,9.813,0.448,510,1091.899,50,0.27,4046.511,674.419,308.369,79291.491,8740.759,89638.656,8944.421,20230.043,9025.908,24223.164,10115.257
DC21B13,9.689,0.322,229,945.494,50,0.366,2583.16,430.527,364.5,45369.147,8446.37,60027.104,13637.548,17100.375,5807.92,26018.445,7191.348
ER10A13,9.592,0.184,331,124.869,100,0.281,444.311,74.052,40.713,78204.929,8359.121,83278.244,5460.988,14965.305,2795.14,18377.637,2784.595
ER10A26,9.354,0.285,435,138.782,50,0.233,596.074,99.346,31.398,42183.528,16981.674,49576.101,14062.743,12044.626,3460.384,13612.487,3559.231
ER10A38,9.616,0.191,436,78.697,70.711,0.214,368.393,61.399,15.063,56337.043,20863.704,70680.475,17695.336,15314.234,2921.928,17819.407,2778.373
ER10B16,9.836,0.207,428,131.295,50,0.259,506.319,84.386,38.156,61022.752,5369.689,73773.607,3793.102,19176.729,4122.228,23005.621,4127.203
ER10C13,9.259,0.244,294,63.369,70.711,0.285,222.033,37.006,21.172,48850.867,14625.723,56875.045,11944.714,10857.591,2728.995,12527.926,2460.228
ER11A13,9.635,0.213,359,150.785,50,0.263,573.1,95.517,43.193,53678.97,8179.551,66356.88,8644.527,15720.767,3571.081,18217.536,3861.826
ER12B16,9.676,0.199,509,110.568,100,0.215,513.76,85.627,22.212,37006.403,7799.71,55915.09,9459.258,16284.597,3227.604,17978.713,2941.518
ER13A16,9.733,0.225,400,86.891,70.711,0.264,329.378,54.896,28.181,37410.636,12040.443,51524.407,11512.501,17399.138,4126.803,20726.225,3678.989
ER13A26,9.557,0.219,440,122.139,50,0.208,587.409,97.902,29.342,37479.217,6405.985,49109.475,7423.637,14553.188,3392.162,17724.215,3090.703
ER15A26,9.623,0.271,418,158.649,50,0.213,745.033,124.172,39.749,74816.893,3271.362,86039.41,5016.667,15715.586,4233.604,18730.333,5222.088
ER15B13,9.715,0.252,408,126.379,100,0.267,473.585,78.931,39.399,38160.32,7600.916,49451.457,8811.156,17217.939,4332.2,20028.141,4797.021
ER16A26,9.537,0.324,409,68.087,70.711,0.242,281.347,46.891,22.093,34046.463,14273.201,49118.074,12386.299,14668.407,4989.196,17395.116,4775.807
ER16A43,9.383,0.19,305,101.109,50,0.237,427.334,71.222,30.268,40603.328,6433.984,52240.112,6866.603,12158.326,2366.008,14137.312,2166.961
ER16C13,9.44,0.3,392,121.346,100,0.263,461.828,76.971,44.421,57271.985,8304.629,60225.684,7921.478,13176.335,3701.366,14734.821,3734.675
ER17B16,9.568,0.186,427,88.598,50,0.272,325.318,54.22,32.997,50709.922,10377.963,65318.202,7208.998,14591.081,2732.533,17726.313,2499.547
ER17C13,9.671,0.236,374,134.293,100,0.261,513.772,85.629,41.416,34392.517,17462.419,47411.639,14005.672,16447.908,3879.449,20062.615,4347.003
ER18B26,9.612,0.251,506,120.739,50,0.21,574.802,95.8,34.463,45558.984,9717.673,54796.073,7880.564,15453.8,3856.568,17649.237,3564.946
ER18B63,9.665,0.252,461,141.625,50,0.22,643.22,107.203,29.096,53314.906,4934.888,65284.196,4718.749,16366.604,4411.24,18993.834,4534.789
ER19A66,9.692,0.288,455,110.124,50,0.217,507.689,84.615,28.312,41518.313,16738.549,58712.072,16180.646,16925.446,5205.869,21775.766,4969.614
ER1A26,9.445,0.289,407,178.028,50,0.249,715.577,119.263,43.337,47866.356,7577.59,57121.346,8009.185,13215.752,3828.086,16135.5,4515.681
ER1C13,9.759,0.196,311,118.725,100,0.287,414.325,69.054,39.826,44913.228,4888.665,54904.905,5331.958,17698.599,3464.308,20909.13,3151.642
ER20A26,9.548,0.269,505,159.443,70.711,0.24,663.941,110.657,46.402,56691.2,9491.519,69359.86,10276.087,14547.026,3781.331,16807.389,3957.873
ER20B13,9.569,0.251,389,76.996,50,0.245,314.05,52.342,22.916,38315.212,6347.439,51125.4,6347.222,14854.485,4027.032,17350.667,4100.316
ER20B26,9.672,0.291,477,142.3,50,0.233,611.112,101.852,29.103,55569.359,8587.421,68882.388,8706.19,16546.465,4526.262,18034.285,4603.261
ER21B13,9.425,0.179,386,55.566,50,0.226,246.395,41.066,21.11,37550.671,5164.728,52921.899,4787.039,12615.912,2211.474,14892.915,2260.475
ER21B26,9.905,0.246,467,138.168,50,0.243,569.196,94.866,37.732,63902.996,13802.967,80556.27,11625.505,20676.573,5025.189,23902.009,5356.171
ER21C13,9.529,0.243,401,95.094,50,0.258,369.044,61.507,33.907,37422.846,6820.776,50761.547,5912.898,14198.017,3428.326,16022.676,3374.882
ER22A26,9.451,0.242,425,86.885,50,0.271,321.058,53.51,32.002,43594.6,7242.414,54955.988,6658.606,13123.548,3041.842,15206.048,3077.71
ER22B16,10.029,0.207,395,136.014,50,0.24,566.625,94.438,36.872,53611.119,14972.688,69681.57,12756.362,23240.626,5020.254,26138.901,5709.091
ER23B13,9.241,0.299,434,164.162,100,0.254,645.795,107.632,49.916,44312.903,9703.488,51727.116,8913.52,10808.944,3067.805,11836.85,3122.528
ER23B26,9.59,0.393,422,116.968,50,0.276,424.214,70.702,33.404,54928.383,12663.193,63637.614,11284.205,15928.771,6563.79,19366.799,6758.159
ER23B38,9.416,0.253,528,139.703,100,0.202,690.622,115.104,33.857,54308.354,7438.383,65640.241,6244.682,12712.306,3092.752,14770.509,3541.937
ER24B13,9.455,0.2,350,91.224,100,0.27,337.866,56.311,30.755,38319.861,8345.847,47620.021,9890.426,13072.186,2724.162,17133.727,2969.899
ER25A13,9.477,0.225,292,63.474,70.711,0.265,239.691,39.948,17.378,35955.072,7175.944,45547.894,8335.531,13464.312,3056.207,15747.316,3168.999
ER25A43,9.488,0.353,309,97.869,100,0.25,392.205,65.367,27.221,41194.888,7337.112,61265.995,12392.883,14114.284,4873.649,17937.813,5830.762
ER2A13,9.377,0.242,353,61.716,70.711,0.229,268.987,44.831,13.241,37702.348,8400.198,47656.363,7264.666,12223.331,2993.129,13721.984,2685.023
ER2A26,9.382,0.262,299,128.322,50,0.273,470.036,78.339,37.977,48195.433,8995.215,58536.991,6412.103,12315.28,3283.39,13916.472,3873.822
ER2B26,9.476,0.254,456,101.089,70.711,0.239,423.245,70.541,30.657,52596.558,9661.69,62725.453,7486.809,13487.495,3327.049,15013.879,3022.871
ER2B43,9.399,0.213,371,88.049,50,0.279,315.59,52.598,34.088,37305.843,12122.839,48299.975,10639.475,12400.17,2635.015,15576.261,2664.051
ER2B66,9.379,0.239,485,134.895,50,0.213,634.193,105.699,36.464,56505.33,8050.399,71736.062,7369.964,12210.382,2973.314,16223.861,3401.104
ER5A43,9.388,0.2,306,54.902,141.421,0.247,221.875,36.979,19.376,33779.32,4904.518,46209.71,4853.884,12228.17,2424.232,15051.316,2089.128
ER5B46,9.842,0.25,544,134.449,50,0.206,651.472,108.579,27.183,44904.253,8752.434,61329.996,9638.708,19401.699,4547.467,21308.099,4669.323
ER7B26,9.266,0.399,394,139.288,50,0.235,593.605,98.934,43.008,39982.145,11208.88,48540.188,12814.016,11404.77,4136.121,12452.498,4249.84
ER8A26,10.032,0.2,491,153.117,50,0.227,675.593,112.599,44.142,68434.927,9686.649,85469.939,9491.036,23214.13,4517.679,26426.983,4963.521
ER8C13,9.541,0.27,366,138.698,100,0.235,589.342,98.224,46.453,48920.003,6488.401,59368.847,6549.084,14481.368,3902.586,17157.579,4148.667
ER8C46,9.75,0.244,385,125.186,50,0.251,498.602,83.1,36.44,48118.467,12863.149,59665.378,13322.933,17717.242,4357.926,19575.039,4317.013
ER9A13,9.692,0.188,427,145.221,50,0.25,582.041,97.007,43.722,75196.689,5384.581,77850.037,5690.433,16507.809,3100.754,18388.927,2390.503
EC10A13,9.386,0.289,292,66.781,50,0.317,210.786,35.131,21.563,36153.033,6143.718,44230.325,5312.355,12538.674,3729.514,15174.066,3736.573
EC10B38,9.473,0.297,559,144.901,100,0.221,656.304,109.384,26.779,29275.927,6404.185,43952.17,6196.948,13633.483,4121.775,14948.257,4228.726
EC10B43,9.363,0.32,387,903.323,50,0.27,3342.281,557.047,304.797,28489.112,4528.764,38183.677,4889.917,12300.205,3824.814,13793.127,3966.619
EC10B63,9.553,0.226,440,272.451,50,0.224,1217.374,202.896,93.189,33396.261,4952.504,48010.669,6676.359,14505.699,3315.658,17021.733,3675.121
EC12B43,9.658,0.245,355,215.054,50,0.29,742.44,123.74,56.572,45337.196,8023.202,56313.433,7437.804,16165.519,3927.222,18166.169,3095.15
EC14A43,9.167,0.214,389,1226.083,50,0.264,4647.923,774.654,446.702,26620.5,5246.294,37359.914,4694.737,9837.581,2188.139,11430.633,1932.183
EC15A13,9.153,0.252,320,1003.628,50,0.28,3580.541,596.757,357.139,27753.108,5135.839,37019.705,5566.418,9780.162,2387.001,11252.148,2729.452
EC15A46,9.637,0.168,459,70.256,200,0.209,336.444,56.074,8.158,56792.803,5006.595,69055.952,4762.042,15566.723,2502.764,17398.452,2509.763
EC15B13,9.364,0.283,434,1081.75,50,0.283,3817.23,636.205,351.196,40575.026,8211.246,53377.087,9732.559,12227.26,3840.036,14162.646,4249.21
EC15B56,10.04,0.297,480,212.308,50,0.24,885.901,147.65,56.89,66432.284,12062.518,81746.115,12366.353,24024.541,7123.593,27330.762,7606.564
EC15B83,9.591,0.191,400,173.936,70.711,0.239,726.554,121.092,53.734,41121.126,4506.405,53260.795,4441.595,14920.782,2823.427,18471.782,2760.928
EC16A13,9.407,0.461,403,813.817,50,0.305,2665.889,444.315,276.854,33064.241,6502.57,44224.515,8856.051,13627.953,6529.761,15657.117,6858.349
EC16A23,9.305,0.274,372,98.679,50,0.312,316.457,52.743,32.027,29408.651,6987.122,37451.216,7125.112,11477.945,3314.681,13056.402,2870.681
EC16A36,10.014,0.189,576,549.691,50,0.253,2173.758,362.293,129.992,77198.468,6781.755,92114.942,7272.733,22775.029,4286.505,28742.19,4659.921
EC16B13,9.658,0.251,384,546.868,50,0.325,1682.204,280.367,198.573,66332.77,7165.618,76278.161,7290.2,16234.777,4209.655,19225.164,4431.73
EC16B63,9.765,0.265,411,169.929,100,0.227,750.188,125.031,48.934,64159.24,7725.651,76432.342,7291.308,18070.619,4903.163,20171.014,4468.077
EC19A13,9.777,0.446,348,634.117,50,0.38,1669.697,278.283,227.008,62911.685,8580.279,77248.632,10616.203,19657.802,9248.626,23246.811,10135.721
EC19A26,9.853,0.284,454,66.202,200,0.188,351.498,58.583,8.092,68303.106,9139.534,81539.459,8597.015,19836.28,5527.502,22199.556,5813.818
EC19A43,9.703,0.239,333,367.213,50,0.286,1285.735,214.289,146.919,54810.77,4404.423,67078.879,4877.747,16903.965,4210.053,19988.144,4084.873
EC23B13,9.193,0.36,441,915.509,50,0.259,3538.555,589.759,302.973,32023.5,6234.23,39963.738,7416.213,10522.326,3797.948,12088.655,4325.884
EC23B38,9.746,0.277,651,220.522,50,0.233,945.124,157.521,46.931,49072.035,11482.713,63167.014,10467.489,17869.769,6151.469,19816.678,6134.407
EC23B56,9.633,0.2,568,1118.253,50,0.268,4174.338,695.723,336.736,56838.939,6491.308,72556.108,6810.898,15586.188,3002.085,17729.764,3156.478
EC23B73,9.315,0.296,429,169.084,141.421,0.222,762.23,127.038,42.947,27489.94,5476.203,39920.899,7804.121,11675.298,3810.264,14795.725,3728.919
EC25A16,9.507,0.207,437,754.483,50,0.258,2922.261,487.043,245.774,44496.762,5632.25,61315.19,5215.763,13763.918,2832.735,15713.14,2667.039
EC2A13,8.937,0.185,365,1169.939,50,0.284,4115.328,685.888,375.324,50031.068,4312.196,56242.523,2387.094,7767.364,1420.742,8923.219,1350.692
EC4B16,9.845,0.255,509,400.537,50,0.232,1726.703,287.784,130.554,68369.689,9226.18,82404.674,7873.555,19514.323,4953.446,22135.461,4849.336
EC4B23,9.627,0.198,421,148.342,141.421,0.212,701.155,116.859,34.124,50801.001,9021.287,66630.833,7932.074,15538.995,3078.516,17493.48,3015.305
EC6B16,10.112,0.22,535,316.302,50,0.241,1311.055,218.509,95.481,68730.726,13787.289,84362.329,12568.796,25285.681,5465.466,29781.934,5717.663
EC7B36,10.114,0.204,636,1794.124,141.421,0.208,8613.378,1435.563,347.994,72812.245,12971.943,88202.868,10983.758,25223.25,4985.087,30898.194,5012.675
